activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codePostalEtablissement,departement,geometry,long,lat
47.73Z,rue,GAY LUSSAC,PARIS 5,75005,75,POINT (2.321264 49.0450592),2.321264,49.0450592
47.73Z,boulevard,AUGUSTE BLANQUI,PARIS 13,75013,75,POINT (2.3038347 48.6514144),2.3038347,48.6514144
47.73Z,avenue,DE LA REPUBLIQUE,CHAMPIGNY-SUR-MARNE,94500,94,POINT (2.5416232 48.5636191),2.5416232,48.5636191
47.73Z,rue,GABRIEL PERI,LEVALLOIS-PERRET,92300,92,POINT (2.5681731 49.0890073),2.5681731,49.0890073
47.73Z,avenue,PAUL VAILLANT COUTURIER,LA COURNEUVE,93120,93,POINT (2.3152244 48.8518146),2.3152244,48.8518146
47.73Z,rue,DES ECOLES,MEULAN-EN-YVELINES,78250,78,POINT (2.3867837 48.9457021),2.3867837,48.9457021
47.73Z,avenue,FELIX FAURE,PARIS 15,75015,75,POINT (2.3518230887590885 48.67612495),2.3518230887590885,48.67612495
47.73Z,rue,DE LA POMPE,PARIS 16,75116,75,POINT (1.9482275 48.8168529),1.9482275,48.8168529
47.73Z,boulevard,CHARLES DE GAULLE,BRUNOY,91800,91,POINT (2.4115835 48.849676),2.4115835,48.849676
47.73Z,rue,DE LA CONVENTION,PARIS 15,75015,75,POINT (2.1588441 48.8958681),2.1588441,48.8958681
47.73Z,avenue,PAUL VAILLANT COUTURIER,LA COURNEUVE,93120,93,POINT (2.2864802 48.9094414),2.2864802,48.9094414
47.73Z,rue,INKERMANN,SAINT-MAUR-DES-FOSSES,94100,94,POINT (2.2662621 48.8016528),2.2662621,48.8016528
47.73Z,avenue,MATHURIN MOREAU,PARIS 19,75019,75,POINT (2.3312173 48.8908695),2.3312173,48.8908695
47.73Z,boulevard,VITAL BOUHOT,NEUILLY-SUR-SEINE,92200,92,POINT (1.9764351 48.9196497),1.9764351,48.9196497
47.73Z,avenue,DU LYCEE,MONTIGNY-LE-BRETONNEUX,78180,78,POINT (2.2946262 48.9266405),2.2946262,48.9266405
47.73Z,rue,D ALIGRE,PARIS 12,75012,75,POINT (2.3611974 48.8696817),2.3611974,48.8696817
47.73Z,avenue,DE LA DIVISION LECLERC,LE BOURGET,93350,93,POINT (2.4303713 48.6917732),2.4303713,48.6917732
47.73Z,rue,GEORGES BOUCHER,PIERRELAYE,95480,95,POINT (2.6847681 49.0395407),2.6847681,49.0395407
47.73Z,boulevard,HAUSSMANN,PARIS 8,75008,75,POINT (2.1771383 48.8042322),2.1771383,48.8042322
47.73Z,rue,ESTIENNE D ORVES,VERRIERES-LE-BUISSON,91370,91,POINT (2.3596635277511293 48.87851365),2.3596635277511293,48.87851365
47.73Z,rue,DU THEATRE,PARIS 15,75015,75,POINT (2.1334422 48.8445313),2.1334422,48.8445313
47.73Z,rue,DU GENERAL DE GAULLE,MONTIGNY-LES-CORMEILLES,95370,95,POINT (2.370708 48.8453697),2.370708,48.8453697
47.73Z,rue,DE VOUILLE,PARIS 15,75015,75,POINT (2.2971334 48.8483006),2.2971334,48.8483006
47.73Z,rue,JEAN JAURES,SAINT-GERMAIN-EN-LAYE,78100,78,POINT (2.3054131 48.9009931),2.3054131,48.9009931
47.73Z,rue,BONAPARTE,PARIS 6,75006,75,POINT (2.4241229 48.8515453),2.4241229,48.8515453
47.73Z,avenue,DE STALINGRAD,FONTENAY-SOUS-BOIS,94120,94,POINT (2.0228328 48.5282076),2.0228328,48.5282076
47.73Z,place,SAINT AYOUL,PROVINS,77160,77,POINT (2.5923663 48.9159283),2.5923663,48.9159283
47.73Z,rue,RIQUET,PARIS 18,75018,75,POINT (2.3111738 48.8734687),2.3111738,48.8734687
47.73Z,rue,RIQUET,PARIS 18,75018,75,POINT (2.2462318 48.834378),2.2462318,48.834378
47.73Z,place,DU GENERAL LECLERC,SANNOIS,95110,95,POINT (2.4150229 48.8180319),2.4150229,48.8180319
47.73Z,avenue,NUNGESSER ET COLI,PIERREFITTE-SUR-SEINE,93380,93,POINT (2.2242787 48.8882617),2.2242787,48.8882617
47.73Z,rue,DESNOUETTES,PARIS 15,75015,75,POINT (2.5076406657933576 48.82090705),2.5076406657933576,48.82090705
47.73Z,rue,DESGRANGES,MONTREUIL,93100,93,POINT (2.4083343 48.8805577),2.4083343,48.8805577
47.73Z,avenue,FRANKLIN D ROOSEVELT,PARIS 8,75008,75,POINT (2.2941734 48.6978681),2.2941734,48.6978681
47.73Z,rue,DE BOURGOGNE,PARIS 7,75007,75,POINT (2.1939803 48.8885035),2.1939803,48.8885035
47.73Z,avenue,DE PARIS,MASSY,91300,91,POINT (2.2713004 48.639686),2.2713004,48.639686
47.73Z,rue,DE GISORS,CHARS,95750,95,POINT (2.3330516 48.8883021),2.3330516,48.8883021
47.73Z,place,DE COEUILLY,CHAMPIGNY-SUR-MARNE,94500,94,POINT (1.8693458 48.707348),1.8693458,48.707348
47.73Z,rue,NATIONALE,MEZIERES-SUR-SEINE,78970,78,POINT (2.627096 48.9156009),2.627096,48.9156009
47.73Z,avenue,EMILE ZOLA,BOULOGNE-BILLANCOURT,92100,92,POINT (2.4606137 49.0241435),2.4606137,49.0241435
47.73Z,rue,JOSEPH MARIE JACQUARD,NEMOURS,77140,77,POINT (2.3569818 48.8195165),2.3569818,48.8195165
47.73Z,rue,DIDOT,PARIS 14,75014,75,POINT (2.3146999 48.8105526),2.3146999,48.8105526
47.73Z,rue,BELGRAND,PARIS 20,75020,75,POINT (2.4026835 48.828602),2.4026835,48.828602
47.73Z,rue,DE L ORVANNE,MORET-LOING-ET-ORVANNE,77250,77,POINT (2.3849794 48.8674556),2.3849794,48.8674556
47.73Z,boulevard,VOLTAIRE,PARIS 11,75011,75,POINT (1.6904867 48.9787397),1.6904867,48.9787397
47.73Z,avenue,JEAN LOLIVE,PANTIN,93500,93,POINT (2.2493351 48.8267058),2.2493351,48.8267058
47.73Z,avenue,DE VERSAILLES,PARIS 16,75016,75,POINT (2.213769 48.8593214),2.213769,48.8593214
47.73Z,place,DE LA REPUBLIQUE,FRANCONVILLE,95130,95,POINT (2.5596427 48.8391271),2.5596427,48.8391271
47.73Z,avenue,DE SAVIGNY,AULNAY-SOUS-BOIS,93600,93,POINT (2.1627865 48.9903792),2.1627865,48.9903792
47.73Z,avenue,DE LA REPUBLIQUE,LES MUREAUX,78130,78,POINT (2.3419003 48.8641862),2.3419003,48.8641862
47.73Z,rue,LECOURBE,PARIS 15,75015,75,POINT (3.0148217 48.9571171),3.0148217,48.9571171
47.73Z,place,DE BRETAGNE,MAUREPAS,78310,78,POINT (2.4157131 48.6971661),2.4157131,48.6971661
47.73Z,place,ROBERT BELVAUX,LE PERREUX-SUR-MARNE,94170,94,POINT (2.180743 48.8806244),2.180743,48.8806244
47.73Z,rue,DE LA CHAPELLE,PARIS 18,75018,75,POINT (2.1162315 49.0054184),2.1162315,49.0054184
47.73Z,rue,DU MARECHAL FOCH,LE VESINET,78110,78,POINT (2.2678714 48.8239436),2.2678714,48.8239436
47.73Z,avenue,MAZARIN,CHILLY-MAZARIN,91380,91,POINT (2.3721101 48.8486812),2.3721101,48.8486812
47.73Z,avenue,HENRI BARBUSSE,LE BLANC-MESNIL,93150,93,POINT (2.5838665 48.8533957),2.5838665,48.8533957
47.73Z,rue,NATIONALE,PARIS 13,75013,75,POINT (2.4442967 48.7860537),2.4442967,48.7860537
47.73Z,rue,CHAUVEAU,NEUILLY-SUR-SEINE,92200,92,POINT (2.2622279 48.7965552),2.2622279,48.7965552
47.73Z,place,DU MARCHE,THIAIS,94320,94,POINT (2.7028727 48.4067562),2.7028727,48.4067562
47.73Z,rue,RENEE MONTGERMONT,MONTIGNY-SUR-LOING,77690,77,POINT (2.2851921 48.8698599),2.2851921,48.8698599
47.73Z,avenue,JEAN JAURES,CROSNE,91560,91,POINT (2.2927714 48.8213747),2.2927714,48.8213747
47.73Z,avenue,DES TERNES,PARIS 17,75017,75,POINT (2.2400674 48.7075941),2.2400674,48.7075941
47.73Z,boulevard,SAINT MICHEL,PARIS 5,75005,75,POINT (2.6207335 48.8051678),2.6207335,48.8051678
47.73Z,rue,SAINT LAZARE,PARIS 8,75008,75,POINT (2.2923662 48.8567841),2.2923662,48.8567841
47.73Z,rue,DANTON,PARIS 6,75006,75,POINT (2.3115838 48.886508),2.3115838,48.886508
47.73Z,rue,HAUTEFEUILLE,PARIS 6,75006,75,POINT (2.2400674 48.7075941),2.2400674,48.7075941
47.73Z,rue,DES POITEVINS,PARIS 6,75006,75,POINT (2.2348791 48.9100411),2.2348791,48.9100411
47.73Z,avenue,VICTOR HUGO,AUBERVILLIERS,93300,93,POINT (2.5865906 48.9043674),2.5865906,48.9043674
47.73Z,avenue,DE SAINT OUEN,PARIS 17,75017,75,POINT (2.2576209 48.8455273),2.2576209,48.8455273
47.73Z,boulevard,DE PICPUS,PARIS 12,75012,75,POINT (2.4215609 48.8016916),2.4215609,48.8016916
47.73Z,avenue,DU CEP,POISSY,78300,78,POINT (2.2192219 48.844953),2.2192219,48.844953
47.73Z,rue,CHARLES DE GAULLE,LE PLESSIS-BOUCHARD,95130,95,POINT (2.3410456 48.8465857),2.3410456,48.8465857
47.73Z,rue,LA FAYETTE,PARIS 9,75009,75,POINT (2.3242818 48.8860442),2.3242818,48.8860442
47.73Z,rue,DE L AVENIR,NOISY-LE-SEC,93130,93,POINT (2.3880682 48.863176),2.3880682,48.863176
47.73Z,rue,DE MENILMONTANT,PARIS 20,75020,75,POINT (2.3902194 48.8144558),2.3902194,48.8144558
47.73Z,,GERARD PHILIPPE,VILLENEUVE-LA-GARENNE,92390,92,POINT (2.2857375 48.859966),2.2857375,48.859966
47.73Z,boulevard,PAUL VAILLANT COUTURIER,MONTREUIL,93100,93,POINT (2.5677863 48.7968526),2.5677863,48.7968526
47.73Z,avenue,ARISTIDE BRIAND,BAGNEUX,92220,92,POINT (2.275585 48.9732402),2.275585,48.9732402
47.73Z,boulevard,DU GENERAL LECLERC,NANTERRE,92000,92,POINT (2.3308864 48.8327946),2.3308864,48.8327946
47.73Z,boulevard,BEAUMARCHAIS,PARIS 3,75003,75,POINT (2.5468307 48.898856),2.5468307,48.898856
47.73Z,rue,SAINT DENIS,LAGNY-SUR-MARNE,77400,77,POINT (2.3063177 48.8281428),2.3063177,48.8281428
47.73Z,allée,DE LA CATALOGNE,AULNAY-SOUS-BOIS,93600,93,POINT (2.2962363 48.8758019),2.2962363,48.8758019
47.73Z,rue,DU COLONEL FABIEN,VALENTON,94460,94,POINT (2.2630068 48.7650207),2.2630068,48.7650207
47.73Z,rue,DU GANDOUGET,ELANCOURT,78990,78,POINT (2.4346003 48.8670801),2.4346003,48.8670801
47.73Z,rue,LEON FROT,PARIS 11,75011,75,POINT (2.3216573 48.8841709),2.3216573,48.8841709
47.73Z,place,DE CATALOGNE,PARIS 14,75014,75,POINT (2.3574882 48.8328787),2.3574882,48.8328787
47.73Z,rue,DU CDT JEAN DUHAIL,FONTENAY-SOUS-BOIS,94120,94,POINT (2.3049105 48.7534695),2.3049105,48.7534695
47.73Z,rue,DU GENERAL DE GAULLE,DAMMARTIN-EN-GOELE,77230,77,POINT (2.529361 48.8859021),2.529361,48.8859021
47.73Z,rue,DU HUIT MAI 1945,GENNEVILLIERS,92230,92,POINT (2.2095615 48.8867234),2.2095615,48.8867234
47.73Z,avenue,DE LA REPUBLIQUE,ARNOUVILLE,95400,95,POINT (2.4016062 48.8646907),2.4016062,48.8646907
47.73Z,place,LE MORILLON,MONTREUIL,93100,93,POINT (2.3714886 48.8128696),2.3714886,48.8128696
47.73Z,boulevard,VOLTAIRE,ASNIERES-SUR-SEINE,92600,92,POINT (2.5710002 48.8470085),2.5710002,48.8470085
47.73Z,rue,DES CHANTIERS,VERSAILLES,78000,78,POINT (2.5890768342105264 48.6268335),2.5890768342105264,48.6268335
47.73Z,boulevard,MAURICE RAVEL,SARCELLES,95200,95,POINT (2.3130385 48.8829469),2.3130385,48.8829469
47.73Z,rue,VALENTIN CONRART,ATHIS-MONS,91200,91,POINT (2.502779 48.8427681),2.502779,48.8427681
47.73Z,avenue,DE LIVRY,SEVRAN,93270,93,POINT (2.2212951 48.7325576),2.2212951,48.7325576
47.73Z,avenue,DE CLICHY,PARIS 17,75017,75,POINT (2.238081 48.8432647),2.238081,48.8432647
47.73Z,rue,DE STALINGRAD,HOUILLES,78800,78,POINT (2.3741251 48.8619186),2.3741251,48.8619186
47.73Z,place,DES VICTOIRES,ASNIERES-SUR-SEINE,92600,92,POINT (1.8907518 48.7218043),1.8907518,48.7218043
47.73Z,boulevard,AUGUSTE BLANQUI,PARIS 13,75013,75,POINT (2.2745405 48.9895605),2.2745405,48.9895605
47.73Z,rue,RAYMOND LOSSERAND,PARIS 14,75014,75,POINT (2.3343602 48.8939071),2.3343602,48.8939071
47.73Z,avenue,PABLO PICASSO,NANTERRE,92000,92,POINT (1.6765039 48.9968675),1.6765039,48.9968675
47.73Z,rue,ST SPIRE,CORBEIL-ESSONNES,91100,91,POINT (2.3750256 48.8295117),2.3750256,48.8295117
47.73Z,rue,DU PONT LOUIS PHILIPPE,PARIS 4,75004,75,POINT (2.4879597 48.706621),2.4879597,48.706621
47.73Z,rue,JOEL LE THEULE,MONTIGNY-LE-BRETONNEUX,78180,78,POINT (2.3338566 48.9118849),2.3338566,48.9118849
47.73Z,avenue,DE LA GARE,EPONE,78680,78,POINT (2.2758542 48.8532247),2.2758542,48.8532247
47.73Z,avenue,DES CHAMPS CENTRE COMMERCIAL,NANDY,77176,77,POINT (2.4031577 48.7635294),2.4031577,48.7635294
47.73Z,avenue,DE VERDUN,LIMEIL-BREVANNES,94450,94,POINT (2.449323 48.8768398),2.449323,48.8768398
47.73Z,avenue,DE VALENTON,LIMEIL-BREVANNES,94450,94,POINT (2.3413894 48.8764669),2.3413894,48.8764669
47.73Z,rue,DE PARIS,MONTLIGNON,95680,95,POINT (2.340694212072302 48.6729715),2.340694212072302,48.6729715
47.73Z,place,DU GUIGNE,MAREIL-SUR-MAULDRE,78124,78,POINT (2.241007 48.9097248),2.241007,48.9097248
47.73Z,boulevard,NEY,PARIS 18,75018,75,POINT (2.5762266 48.7904198),2.5762266,48.7904198
47.73Z,boulevard,VICTOR HUGO,GRETZ-ARMAINVILLIERS,77220,77,POINT (2.3301734 48.8967004),2.3301734,48.8967004
47.73Z,boulevard,SOULT,PARIS 12,75012,75,POINT (2.3472471 48.8664046),2.3472471,48.8664046
47.73Z,avenue,PARMENTIER,PARIS 11,75011,75,POINT (2.4558269 48.8001798),2.4558269,48.8001798
47.73Z,avenue,PARMENTIER,PARIS 11,75011,75,POINT (2.0619172 48.795613),2.0619172,48.795613
47.73Z,rue,DU FBG SAINT DENIS,PARIS 10,75010,75,POINT (2.3119292 48.8443096),2.3119292,48.8443096
47.73Z,place,PASTEUR,MITRY-MORY,77290,77,POINT (2.3711735 49.0246446),2.3711735,49.0246446
47.73Z,boulevard,DE LA MARNE,COULOMMIERS,77120,77,POINT (2.3351044 48.8736637),2.3351044,48.8736637
47.73Z,rue,DE LA REPUBLIQUE,ERMONT,95120,95,POINT (2.285576952889324 48.8210761),2.285576952889324,48.8210761
47.73Z,rue,DES CHENES,SURESNES,92150,92,POINT (2.358298 48.8889081),2.358298,48.8889081
47.73Z,avenue,DE BRETEUIL,PARIS 7,75007,75,POINT (2.3667259 48.9260831),2.3667259,48.9260831
47.73Z,rue,DES AUBEPINES,NANTERRE,92000,92,POINT (2.602626 48.787056),2.602626,48.787056
47.73Z,rue,DE PARIS,CHARENTON-LE-PONT,94220,94,POINT (2.7987816 48.4048377),2.7987816,48.4048377
47.73Z,avenue,EDOUARD VAILLANT,SURESNES,92150,92,POINT (2.1995775 48.8196329),2.1995775,48.8196329
47.73Z,rue,RAYMOND LOSSERAND,PARIS 14,75014,75,POINT (2.3054131 48.9009931),2.3054131,48.9009931
47.73Z,rue,DIDEROT,CHAMPIGNY-SUR-MARNE,94500,94,POINT (2.3475776220848097 48.4838073),2.3475776220848097,48.4838073
47.73Z,avenue,DE LA MARNE,MONTROUGE,92120,92,POINT (2.2798069 48.7676),2.2798069,48.7676
47.73Z,rue,DE STALINGRAD,BOBIGNY,93000,93,POINT (2.3430703 48.8720351),2.3430703,48.8720351
47.73Z,rue,LECOURBE,PARIS 15,75015,75,POINT (2.3430703 48.8720351),2.3430703,48.8720351
47.73Z,avenue,MARCEAU,PARIS 16,75116,75,POINT (2.5143079 48.909692),2.5143079,48.909692
47.73Z,place,JEAN MERMOZ,MONTFERMEIL,93370,93,POINT (2.3265353 48.8850945),2.3265353,48.8850945
47.73Z,avenue,JEAN JAURES,BOIS D'ARCY,78390,78,POINT (2.3343602 48.8939071),2.3343602,48.8939071
47.73Z,rue,HERMEL,PARIS 18,75018,75,POINT (2.9855664 48.8006836),2.9855664,48.8006836
47.73Z,avenue,DU CENTRE,BEYNES,78650,78,POINT (2.1482181 48.8090395),2.1482181,48.8090395
47.73Z,rue,JEAN DE LA FONTAINE,PARIS 16,75016,75,POINT (2.3750654 48.8397307),2.3750654,48.8397307
47.73Z,rue,DE LA MARECHE,MENUCOURT,95180,95,POINT (2.448305 48.9218622),2.448305,48.9218622
47.73Z,rue,PAUL BERT,PARIS 11,75011,75,POINT (2.5833862 48.6249703),2.5833862,48.6249703
47.73Z,rue,DE LA SYNAGOGUE,MEUDON,92360,92,POINT (2.3932685 48.8760811),2.3932685,48.8760811
47.73Z,rue,MARCEL CERDAN,THIAIS,94320,94,POINT (2.3655744 48.8682752),2.3655744,48.8682752
47.73Z,rue,FULTON,PARIS 13,75013,75,POINT (2.1771383 48.8042322),2.1771383,48.8042322
47.73Z,rue,PASTEUR,JOUY-EN-JOSAS,78350,78,POINT (2.2066241 48.8981452),2.2066241,48.8981452
47.73Z,avenue,LUCIE DESNOS,GARGENVILLE,78440,78,POINT (2.2989814 48.8832761),2.2989814,48.8832761
47.73Z,rue,JEAN GOUJON,MONTIGNY-LE-BRETONNEUX,78180,78,POINT (2.3262677 48.8463308),2.3262677,48.8463308
47.73Z,rue,CLAUDE BERNARD,PARIS 5,75005,75,POINT (2.2067759 48.9413904),2.2067759,48.9413904
47.73Z,place,JOSEPH PIETTE,MONTGERON,91230,91,POINT (2.3383973 48.9357329),2.3383973,48.9357329
47.73Z,,DE BRIE,BRUNOY,91800,91,POINT (2.3770094 48.6739828),2.3770094,48.6739828
47.73Z,rue,DE PARIS,EPINAY-SUR-SEINE,93800,93,POINT (2.6428546 48.5440543),2.6428546,48.5440543
47.73Z,rue,DE LA HAIE A SOREL,ELANCOURT,78990,78,POINT (2.3336385 48.8303977),2.3336385,48.8303977
47.73Z,rue,DE PARIS,MONTREUIL,93100,93,POINT (2.4952583 48.7876632),2.4952583,48.7876632
47.73Z,,DU DRAGON,EVRY-COURCOURONNES,91000,91,POINT (2.3452336 48.8740342),2.3452336,48.8740342
47.73Z,avenue,DE VERSAILLES,PARIS 16,75016,75,POINT (2.213501 48.9427384),2.213501,48.9427384
47.73Z,rue,PORTE DE TRIVAUX,CLAMART,92140,92,POINT (2.2293546 48.8352463),2.2293546,48.8352463
47.73Z,rue,DU HUIT MAI 1945,SANNOIS,95110,95,POINT (2.3541867 48.8572696),2.3541867,48.8572696
47.73Z,rue,FAIDHERBE,PARIS 11,75011,75,POINT (2.2911093 48.7788825),2.2911093,48.7788825
47.73Z,,DE PARIS,CHAILLY-EN-BIERE,77930,77,POINT (2.2398853 48.9011312),2.2398853,48.9011312
47.73Z,rue,DU COMMERCE,JUZIERS,78820,78,POINT (2.4612994 48.8488847),2.4612994,48.8488847
47.73Z,,DE SOPHIE,ASNIERES-SUR-OISE,95270,95,POINT (2.323914 48.8012349),2.323914,48.8012349
47.73Z,rue,D ENGHIEN,PARIS 10,75010,75,POINT (2.6157608 48.7446948),2.6157608,48.7446948
47.73Z,rue,VOLTAIRE,MONTREUIL,93100,93,POINT (2.3328614 48.6515822),2.3328614,48.6515822
47.73Z,rue,PAUL VAILLANT COUTURIER,NANTERRE,92000,92,POINT (2.3339452 48.6453262),2.3339452,48.6453262
47.73Z,rue,DU DEPART,ENGHIEN-LES-BAINS,95880,95,POINT (2.3742925 48.8526821),2.3742925,48.8526821
47.73Z,rue,DANIELLE CASANOVA,VIRY-CHATILLON,91170,91,POINT (2.3790355 48.8725661),2.3790355,48.8725661
47.73Z,rue,LEON,PARIS 18,75018,75,POINT (2.3253388 48.8828995),2.3253388,48.8828995
47.73Z,rue,DU PUITS PERDU,GOURNAY-SUR-MARNE,93460,93,POINT (2.2283864 48.884582),2.2283864,48.884582
47.73Z,rue,GAY LUSSAC,PARIS 5,75005,75,POINT (2.3525436 48.8576125),2.3525436,48.8576125
47.73Z,allée,DE LA GARE,BOUFFEMONT,95570,95,POINT (2.8857354 48.9607441),2.8857354,48.9607441
47.73Z,avenue,DE LA GARE,SAINT-FARGEAU-PONTHIERRY,77310,77,POINT (2.3750256 48.8295117),2.3750256,48.8295117
47.73Z,rue,DU HAUT DE SENLIS,SAINT-WITZ,95470,95,POINT (2.3928236 48.9786565),2.3928236,48.9786565
47.73Z,rue,DE BABYLONE,PARIS 7,75007,75,POINT (2.1470375 48.8068519),2.1470375,48.8068519
47.73Z,boulevard,MAXIME GORKI,STAINS,93240,93,POINT (2.4732987 48.9237041),2.4732987,48.9237041
47.73Z,place,DE LA GARE,SAVIGNY-SUR-ORGE,91600,91,POINT (2.2751919 48.8600618),2.2751919,48.8600618
47.73Z,rue,PASTEUR,PLAISIR,78370,78,POINT (2.5116399 48.7779358),2.5116399,48.7779358
47.73Z,boulevard,DAVOUT,PARIS 20,75020,75,POINT (2.4727969 48.6972549),2.4727969,48.6972549
47.73Z,rue,DU BRAY,CHATOU,78400,78,POINT (2.4154122 48.854373),2.4154122,48.854373
47.73Z,rue,GALLIENI,ASNIERES-SUR-SEINE,92600,92,POINT (2.3501847 48.8367647),2.3501847,48.8367647
47.73Z,rue,PAUL VAILLANT COUTURIER,CLAMART,92140,92,POINT (2.181218 48.44813),2.181218,48.44813
47.73Z,place,JACQUES FROMENT,PARIS 18,75018,75,POINT (2.3964188 48.8566591),2.3964188,48.8566591
47.73Z,place,DE L 'EGLISE,ORGEVAL,78630,78,POINT (2.4733785 48.9242595),2.4733785,48.9242595
47.73Z,avenue,GABRIEL PERI,GENNEVILLIERS,92230,92,POINT (2.4548672 48.5885407),2.4548672,48.5885407
47.73Z,rue,DU CHATEAU D EAU,PARIS 10,75010,75,POINT (2.3305218 49.0297108),2.3305218,49.0297108
47.73Z,rue,DU CHEMIN VERT,DRAVEIL,91210,91,POINT (2.3600396 48.8914956),2.3600396,48.8914956
47.73Z,avenue,DE LA FONTAINE DU BERGER,SAINT-MARD,77230,77,POINT (1.8104156 48.7795769),1.8104156,48.7795769
47.73Z,avenue,DU GENERAL LECLERC,VIROFLAY,78220,78,POINT (2.420805 48.7983051),2.420805,48.7983051
47.73Z,rue,DE L AQUEDUC,PARIS 10,75010,75,POINT (2.2660551 48.8485221),2.2660551,48.8485221
47.73Z,boulevard,DIDEROT,PARIS 12,75012,75,POINT (2.3468908 48.8651237),2.3468908,48.8651237
47.73Z,,DE LA NOISETTE,VERRIERES-LE-BUISSON,91370,91,POINT (2.3744174 48.8882682),2.3744174,48.8882682
47.73Z,avenue,COURTELINE,PARIS 12,75012,75,POINT (2.3565452 48.8651043),2.3565452,48.8651043
47.73Z,rue,DU COMMERCE,PARIS 15,75015,75,POINT (2.8773344 48.9540948),2.8773344,48.9540948
47.73Z,boulevard,JEAN JAURES,CLICHY,92110,92,POINT (2.44155 48.8611649),2.44155,48.8611649
47.73Z,avenue,DU DIX HUIT JUIN 1940,RUEIL-MALMAISON,92500,92,POINT (2.5526665 48.8482615),2.5526665,48.8482615
47.73Z,rue,DE LA MICHODIERE,PARIS 2,75002,75,POINT (2.285452 48.8769508),2.285452,48.8769508
47.73Z,rue,ROBESPIERRE,MONTREUIL,93100,93,POINT (2.5468307 48.898856),2.5468307,48.898856
47.73Z,rue,RAYMOND LAUBIER,DOURDAN,91410,91,POINT (2.3395284 48.6568847),2.3395284,48.6568847
47.73Z,rue,DU GENERAL DE GAULLE,COURTRY,77181,77,POINT (2.2798985 48.8958577),2.2798985,48.8958577
47.73Z,rue,DE COURCELLES,PARIS 8,75008,75,POINT (2.3704626 49.1299587),2.3704626,49.1299587
47.73Z,rue,DANJOU,BOULOGNE-BILLANCOURT,92100,92,POINT (2.2562921 48.9721887),2.2562921,48.9721887
47.73Z,quai,DES CARRIERES,CHARENTON-LE-PONT,94220,94,POINT (2.4517998 48.8021453),2.4517998,48.8021453
47.73Z,rue,DE LA PAIX,NANTERRE,92000,92,POINT (2.3848362 48.8495601),2.3848362,48.8495601
47.73Z,boulevard,GABRIEL PERI,CHAMPIGNY-SUR-MARNE,94500,94,POINT (2.3278554 48.9375433),2.3278554,48.9375433
47.73Z,avenue,JEAN JAURES,LE PRE-SAINT-GERVAIS,93310,93,POINT (2.502779 48.8427681),2.502779,48.8427681
47.73Z,rue,DU MARCHE,NANTERRE,92000,92,POINT (2.6963008 48.266153),2.6963008,48.266153
47.73Z,place,DU MARCHE,MONTLHERY,91310,91,POINT (2.288835 48.790591),2.288835,48.790591
47.73Z,rue,DAMREMONT,PARIS 18,75018,75,POINT (2.2989865 48.7971081),2.2989865,48.7971081
47.73Z,rue,DE L ARTOIRE,LES ESSARTS-LE-ROI,78690,78,POINT (2.1671203 48.842294),2.1671203,48.842294
47.73Z,rue,DE COURTRY,LE PIN,77181,77,POINT (2.2575484 48.8859434),2.2575484,48.8859434
47.73Z,avenue,JACQUES ANQUETIL,GOUSSAINVILLE,95190,95,POINT (2.3063483 48.8272914),2.3063483,48.8272914
47.73Z,boulevard,KELLERMANN,PARIS 13,75013,75,POINT (2.320109 48.843895),2.320109,48.843895
47.73Z,avenue,DE LA REPUBLIQUE,MONTROUGE,92120,92,POINT (2.3440305 48.9637075),2.3440305,48.9637075
47.73Z,rue,DE PARIS,CHARENTON-LE-PONT,94220,94,POINT (2.1637153 48.4345815),2.1637153,48.4345815
47.73Z,rue,DE MENILMONTANT,PARIS 20,75020,75,POINT (2.5193108 48.9101097),2.5193108,48.9101097
47.73Z,rue,DE L OUEST,MAGNANVILLE,78200,78,POINT (2.262534 48.5933531),2.262534,48.5933531
47.73Z,avenue,PIERRE GRENIER,BOULOGNE-BILLANCOURT,92100,92,POINT (2.2349068 48.7875003),2.2349068,48.7875003
47.73Z,rue,DU VAL D OR,SAINT-CLOUD,92210,92,POINT (2.0523552 48.9306561),2.0523552,48.9306561
47.73Z,allée,LOUIS ARAGON,NOISY-LE-GRAND,93160,93,POINT (2.3313253 48.8713655),2.3313253,48.8713655
47.73Z,rue,COQ HERON,PARIS 1,75001,75,POINT (2.336716 48.8723259),2.336716,48.8723259
47.73Z,rue,DE LA MAIRIE,CHANGIS-SUR-MARNE,77660,77,POINT (2.5423805 48.5253313),2.5423805,48.5253313
47.73Z,avenue,HENRI BARBUSSE,VIGNEUX-SUR-SEINE,91270,91,POINT (2.336455 48.8492162),2.336455,48.8492162
47.73Z,rue,ESTIENNE D ORVES,RUEIL-MALMAISON,92500,92,POINT (2.3596635277511293 48.87851365),2.3596635277511293,48.87851365
47.73Z,place,DE LA LIBERTE,CONFLANS-SAINTE-HONORINE,78700,78,POINT (1.9231928 48.886292),1.9231928,48.886292
47.73Z,avenue,DU HUIT MAI 1945,SAVIGNY-LE-TEMPLE,77176,77,POINT (3.6662898771687145 49.44233845),3.6662898771687145,49.44233845
47.73Z,rue,DU 4 SEPTEMBRE,MAREIL-MARLY,78750,78,POINT (1.6760544 48.9780959),1.6760544,48.9780959
